,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,Consensus
457,47.78,12.60686,0.039300002,3.79,37.81,53.98,74536796160.0,4115209062.4,2.9938064,1.4326406,Buy
458,66.85,32.931034,0.013940000000000003,2.03,54.84,87.0,140766707712.0,3444999936.0,3.3551831,9.517368,Buy
459,41.74,109.84211,0.040999997,0.38,34.19,47.55,15680049152.0,989297984.0,9.346052,3.9680579,Buy
460,412.15,16.492598,0.0251,24.99,318.17,574.76,19112425472.0,1827608064.0,1.688203,8.737916,Buy
461,247.79,22.323421,0.0227,11.1,218.55,258.66,150224420864.0,12030000128.0,6.185129,9.068252,Buy
462,105.84,11.2,0.022300000000000004,9.45,37.02,116.0,34808233984.0,7482999808.0,0.62164223,3.0432158,Buy
463,114.23,16.948072,0.048699997,6.74,113.3601,158.95,97480458240.0,12007999488.0,1.0749229,5.780286,Buy
464,758.06,19.588114,0.0086,38.7,596.48,896.98,49506701312.0,4542000128.0,3.3052945,5.804263,Buy
465,542.49,35.203762,0.0155,15.41,436.38,630.73,502079356928.0,35035000832.0,1.2746431,5.2966676,Buy
466,188.56,12.562291,0.0042,15.01,152.69,243.25,12438473728.0,2124051968.0,0.80676275,1.8830014,Buy
467,133.0,15.48312,0.0324,8.59,116.84,184.79,42105802752.0,7816000000.0,0.32708365,1.6673563,Buy
468,60.42,26.3373056,0.0299,-0.14,41.45,67.61,25346854912.0,1857009024.0,5.2837706,2.5956953,Buy
469,103.39,31.910494,0.0042,3.24,75.05,115.0,25569173504.0,1264999936.0,4.9784217,13.079063,Buy
470,215.0,25.058275,0.0226799998,8.58,167.05,217.66,20661499904.0,1089200000.0,13.395682,4.806312572,Buy
471,287.44,44.358025,0.0054,6.48,217.34,296.58,40589692928.0,1363000064.0,14.376684,135.6489,Buy
472,39.39,9.514493,0.0692,4.14,37.59,45.36,165817319424.0,48428998656.0,1.2352579,1.7214404,Buy
473,461.68,33.3104552,0.026080000199999998,-1.89,377.85,519.88,118895984640.0,4446600192.0,11.189367,7.6127033,Buy
474,11.28,14.77830578,0.042,-0.73,9.93,13.62,13463695360.0,4586699776.0,0.8946869,0.68025565,Hold
475,29.77,11.025926,0.058000002,2.7,27.075,34.29,31382640640.0,3661391104.0,8.247698,1.1939042,Buy
476,341.8,34.59514,0.0069,9.88,252.7,351.25,662322937856.0,24973000704.0,18.435755,21.605562,Buy
477,168.03,31.644068,0.005,5.31,42.225,199.84,57168171008.0,6019999744.0,3.514797,19.309355,Buy
478,274.15,42.76911,0.0067000003,6.41,225.36,298.31,36204523520.0,1985699968.0,4.893627,4.602226,Buy
479,58.83,13.493119,0.0056,4.36,50.726665,65.49,22290688000.0,3088114636.8,1.68964,2.6613889,Buy
480,1062.67,28.767464,0.0073,36.94,874.98,1227.66,51752243200.0,2836999936.0,3.0564756,14.775929,Hold
481,207.92,34.65333,0.0038,6.0,131.33,210.7434,35739369472.0,2110000000.0,3.4597645,3.5173907,Buy
482,10.28,14.577877079999999,0.108500004,-10.24,8.08,23.77,8883492864.0,2884000000.0,0.060162626,0.8503598,Hold
483,98.16,40.9,0.0099,2.4,55.84667,98.96,792493817856.0,40779001856.0,1.1916573,9.427585,Buy
484,113.06,41.719555,0.0082,2.71,83.91,123.74,205133807616.0,16750999552.0,2.2785556,2.0404627,Buy
485,10.44,13.9010368,0.04288000000000001,-4.5,6.64,12.7,26052601856.0,7144999936.0,0.6582597,0.7293049,Buy
486,220.26,32.343613,0.0143,6.81,186.91,230.39,88404877312.0,6381000192.0,4.13358,11.079477,Buy
487,415.48,39.682903,0.01462000018,10.47,279.24,423.0,24669624320.0,1008035008.0,8.491696,15.386438,Hold
488,99.26,24.268948,0.0359,4.09,75.13,102.79,31401297920.0,3489200128.0,3.679897,2.5990417,Hold
489,78.8,14.674116,0.0225,5.37,47.45,79.2857,259234676736.0,18648182169.6,3.328856,1.6010404,Buy
490,136.48,87.48718,0.0195,1.56,85.4,140.75,84984725504.0,2930661888.0,11.24799,2.7822964,Buy
491,341.55,50.675076,0.0023999999,6.74,265.0,413.7,24735868928.0,744700032.0,8.599592,8.997629,Buy
492,65.13,18.823698,0.0246599994,3.46,52.77,81.55,22515961856.0,2134000000.0,1.5692753,2.0650623,Buy
493,30.62,41.945206,0.025799999,0.73,26.73,36.27,22247942144.0,1234000000.0,3.0942895,2.2417455,Buy
494,55.43,23.48729,0.0353,2.36,32.65,61.46,67569725440.0,5864000000.0,6.5183992,5.4519525,Buy
495,329.565,50.2728124,0.0107,-7.22,245.04,334.99,33195433984.0,2580999936.0,3.384181,4.437211,Buy
496,86.85,10.42617,0.0112,8.33,71.63,110.38,9537432576.0,1829332992.0,1.3377188,2.2240290600000003,Buy
497,67.2,19.940653,0.0328,3.37,46.79,73.38,38589059072.0,5510000128.0,2.803826,1.9935919,Buy
498,124.04,35.643677,0.0117999995,3.48,112.02,146.08,30134896640.0,1688999936.0,3.577267,2.845411,Buy
499,130.5,24.392525,0.020499999,5.35,122.13,143.2,36418895872.0,2608000000.0,5.0420732,3.8126461,Hold
500,391.94,53.39782,0.032699999800000004,7.34,237.06,427.76,20216264704.0,803000000.0,4.3419814,5.905112,Buy
501,109.48,20.893131,0.0087,5.24,100.67,133.9,21794621440.0,2557400064.0,2.8694124,1.7658919,Buy
502,170.9,32.124058,0.0116,5.32,144.8,200.53,77104095232.0,3764000000.0,8.424835,14.744198,Buy
